ds,y
2007-09-01,6.5465811965811955
2007-10-01,10.03225806451613
2007-11-01,11.933333333333334
2007-12-01,12.034739454094295
2008-01-01,10.903019023986761
2008-02-01,10.700265251989393
2008-03-01,8.33002481389578
2008-04-01,6.198504273504273
2008-05-01,4.923076923076924
2008-06-01,5.6764957264957285
2008-07-01,5.486352357320098
2008-08-01,5.049421009098429
2008-09-01,6.65897435897436
2008-10-01,10.454094292803969
2008-11-01,12.451098901098902
2008-12-01,11.225806451612902
2009-01-01,12.332506203473946
2009-02-01,8.498168498168498
2009-03-01,6.763440860215055
2009-04-01,5.053846153846154
2009-05-01,3.9272125723738633
2009-06-01,3.055128205128206
2009-07-01,4.111662531017369
2009-08-01,5.617866004962777
2009-09-01,6.43076923076923
2009-10-01,7.5955334987593055
2009-11-01,11.976923076923073
2009-12-01,12.058726220016542
2010-01-01,11.648528890464377
2010-02-01,8.926020408163266
2010-03-01,6.678341013824886
2010-04-01,5.673809523809524
2010-05-01,4.315668202764977
2010-06-01,3.6919413919413917
2010-07-01,4.0437788018433185
2010-08-01,5.269585253456221
2010-09-01,6.959523809523808
2010-10-01,6.453739808578517
2010-11-01,10.004945054945056
2010-12-01,10.64566347630864
2011-01-01,11.76249556894718
2011-02-01,9.085164835164834
2011-03-01,7.347926267281106
2011-04-01,4.482051282051281
2011-05-01,4.0122297057780925
2011-06-01,3.524725274725275
2011-07-01,3.2842963488124783
2011-08-01,4.394009216589862
2011-09-01,5.2866910866910874
2011-10-01,7.954980503367601
2011-11-01,10.139743589743592
2011-12-01,13.695852534562212
2012-01-01,13.080645161290324
2012-02-01,8.492610837438423
2012-03-01,6.0691244239631335
2012-04-01,5.242124542124543
2012-05-01,3.8982630272952856
2012-06-01,3.364102564102564
2012-07-01,3.8943341604631923
2012-08-01,4.948511166253101
2012-09-01,6.326190476190478
2012-10-01,7.142857142857143
2012-11-01,9.403663003663002
2012-12-01,10.630272952853597
2013-01-01,11.811414392059556
2013-02-01,9.186833999333999
2013-03-01,6.126588465298143
2013-04-01,4.167094017094017
2013-05-01,3.709771411384314
2013-06-01,3.4063131313131314
2013-07-01,3.7965260545905704
2013-08-01,4.62655892494602
2013-09-01,5.928388278388278
2013-10-01,7.703917050691243
2013-11-01,9.712820512820514
2013-12-01,11.884615384615389
2014-01-01,13.081885856079403
2014-02-01,7.915064102564103
2014-03-01,6.193548387096773
2014-04-01,4.861538461538461
2014-05-01,4.209470636889992
2014-06-01,3.6921134421134423
2014-07-01,3.517426122264832
2014-08-01,3.9543010752688166
2014-09-01,5.082828282828283
2014-10-01,7.128543499511242
2014-11-01,8.772474747474746
2014-12-01,9.50268817204301
2015-01-01,10.182795698924732
2015-02-01,7.9880952380952355
2015-03-01,6.556451612903225
2015-04-01,5.202777777777778
2015-05-01,3.6251221896383186
2015-06-01,3.7050505050505054
2015-07-01,3.1697947214076243
2015-08-01,3.966275659824047
2015-09-01,4.845959595959597
2015-10-01,6.195992179863148
2015-11-01,8.780555555555555
2015-12-01,9.744379276637343
2016-01-01,8.29496578690127
2016-02-01,8.864681295715778
2016-03-01,5.736559139784947
2016-04-01,5.08611111111111
2016-05-01,2.997311827956989
2016-06-01,3.9277777777777776
2016-07-01,3.419354838709677
2016-08-01,3.8421309872922778
2016-09-01,5.0694444444444455
2016-10-01,6.567204301075269
2016-11-01,9.722222222222223
2016-12-01,8.952834799608993
2017-01-01,8.333577712609971
2017-02-01,6.485119047619049
2017-03-01,6.556451612903228
2017-04-01,4.905555555555554
2017-05-01,3.8345552297165195
2017-06-01,3.6944444444444433
2017-07-01,3.4743401759530785
2017-08-01,3.6825513196480935
2017-09-01,5.033333333333333
2017-10-01,7.53385467579016
2017-11-01,8.792424242424243
2017-12-01,13.567155425219939
